날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1963-09-11,108,23.8,20.4,30.1
1963-09-12,108,23.7,18.6,29.6
1963-09-13,108,24,18.2,30
1963-09-14,108,23.8,18.7,28.6
1963-09-15,108,20.9,19,24.1
1963-09-16,108,20.1,16.5,24.4
1963-09-17,108,20.5,16.1,25.6
1963-09-18,108,20,15.8,24.4
1963-09-19,108,19.8,13.6,25.8
1963-09-20,108,18.9,16.6,24.9
1963-09-21,108,18.8,14.4,23.3
1963-09-22,108,17.3,11.6,23
1963-09-23,108,18.8,11.2,25.5
1963-09-24,108,14.9,13.9,17.8
1963-09-25,108,17,12,21.4
1963-09-26,108,16.1,13.2,20.4
1963-09-27,108,15.9,10.4,21.8
1963-09-28,108,17.2,10.6,23.6
1963-09-29,108,17.4,11.8,22.2
1963-09-30,108,17.5,15,19.1
1963-10-01,108,17.9,14,22.2
1963-10-02,108,16.6,10,23.8
1963-10-03,108,17,10,24.4
1963-10-04,108,13.6,8.2,17.6
1963-10-05,108,12.7,4.2,19.8
1963-10-06,108,13.7,10.5,19.6
1963-10-07,108,12.8,6.6,18.1
1963-10-08,108,13.4,5.7,20.8
1963-10-09,108,15.1,9.4,21.5
1963-10-10,108,16.3,10.2,22.5
1963-10-11,108,17.2,11.4,23.1
1963-10-12,108,16.2,10.4,23.2
1963-10-13,108,14.4,13.1,15.5
1963-10-14,108,16.6,12.3,22
1963-10-15,108,15.7,8.4,22.8
1963-10-16,108,14.1,8.6,19.7
1963-10-17,108,8.6,5.1,13
1963-10-18,108,9.3,4.4,14.4
1963-10-19,108,9.7,2,17
1963-10-20,108,10.6,5.3,17.1
1963-10-21,108,9.9,6,14.8
1963-10-22,108,9.8,4.2,16.9
1963-10-23,108,11.9,5.3,18.4
1963-10-24,108,13.1,6.3,20.6
1963-10-25,108,12.4,7.4,19.6
1963-10-26,108,10.4,6.4,15.6
1963-10-27,108,12.4,4.8,20.4
1963-10-28,108,14.6,7.5,21.8
1963-10-29,108,14.8,9.7,20.2
1963-10-30,108,14.3,9.2,20
1963-10-31,108,13.9,10.4,18.8
1963-11-01,108,12.5,8.6,17.4
1963-11-02,108,11.4,5.9,17.3
1963-11-03,108,11.6,4.3,17.7
1963-11-04,108,12.4,8.4,17.6
1963-11-05,108,13,5.6,20.5
1963-11-06,108,9.9,8,12.1
1963-11-07,108,10.8,8.9,12.7
1963-11-08,108,3.6,0.3,9
1963-11-09,108,1.5,-2.4,6.4
1963-11-10,108,2.3,-2.8,6.2
1963-11-11,108,8.4,3.9,12.9
1963-11-12,108,9.1,4.2,14.7
1963-11-13,108,10.3,6.9,16.3
1963-11-14,108,9.1,4.6,16.5
1963-11-15,108,6,3.4,10.7
1963-11-16,108,5.9,-1,12.7
1963-11-17,108,7.7,4.4,11.6
1963-11-18,108,9.7,4,14.9
1963-11-19,108,11,9,14.5
1963-11-20,108,9.8,5.2,13.3
1963-11-21,108,6.7,1.2,12.8
1963-11-22,108,7,0.6,10.8
1963-11-23,108,3.4,-1.6,8.6
1963-11-24,108,6.4,3.4,9.8
1963-11-25,108,5,-0.3,7.8
1963-11-26,108,-1.1,-3.2,2
1963-11-27,108,0.1,-4.2,5.3
1963-11-28,108,-1.7,-5.4,1.7
1963-11-29,108,-3.4,-7.2,1
1963-11-30,108,-2,-6.4,3.8
1963-12-01,108,-0.4,-6.4,5.4
1963-12-02,108,3.4,0.4,7.5
1963-12-03,108,3.9,1.2,9.2
1963-12-04,108,4.2,0.6,8
1963-12-05,108,2.2,-0.2,5.2
1963-12-06,108,3.2,-0.2,6.8
1963-12-07,108,4.8,2,6.5
1963-12-08,108,0,-3.7,2.4
1963-12-09,108,-1.9,-5.8,2.6
1963-12-10,108,0.2,-3.2,3.2
1963-12-11,108,0.2,-3.2,3.7
1963-12-12,108,2.3,-1.3,7.8
1963-12-13,108,4.1,-1.3,10.6
1963-12-14,108,5.8,2.9,9.9
1963-12-15,108,5.7,1,10.9
1963-12-16,108,4.3,1.2,8.3
1963-12-17,108,1.8,-1.2,4.8
1963-12-18,108,-3.5,-6.3,-0.6
1963-12-19,108,-3.4,-7.8,1.9
1963-12-20,108,0,-2.4,6.3
1963-12-21,108,-1.6,-4.9,1.7
1963-12-22,108,3.5,-1.3,9.6
1963-12-23,108,7.7,4,12.2
1963-12-24,108,3.9,-3.1,9.1
1963-12-25,108,-4.8,-7.9,-1.6
1963-12-26,108,-9.5,-12.1,-6.2
1963-12-27,108,-9.3,-13.2,-4.8
1963-12-28,108,-2.9,-9.4,2.3
1963-12-29,108,1.7,-3.8,7.2
1963-12-30,108,-2.6,-6.2,1.9
1963-12-31,108,0.5,-3.4,5.3
1964-01-01,108,-4.5,-7,-1.2
1964-01-02,108,-3.4,-8,2.7
1964-01-03,108,-2.7,-6.2,1
